panel,analysis,route,budget,direction,threshold,participants,count,proportion,repeat,method,participant_macro_mae_seconds,gain_vs_video_mean_seconds,gain_vs_video_mean_ci95_low,gain_vs_video_mean_ci95_high,partition_sha256
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.155,24,2,0.08333333333333333,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.155,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.16,24,1,0.041666666666666664,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.16,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.165,24,1,0.041666666666666664,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.165,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.17,24,1,0.041666666666666664,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.17,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.17500000000000002,24,1,0.041666666666666664,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.17500000000000002,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.18,24,1,0.041666666666666664,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.18,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.185,24,1,0.041666666666666664,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.185,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.19,24,1,0.041666666666666664,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.19,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.195,24,1,0.041666666666666664,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.195,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,4,meets_gain_threshold,0.2,24,1,0.041666666666666664,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,4,exceeds_degradation_threshold,0.2,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.0,24,17,0.7083333333333334,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.0,24,7,0.2916666666666667,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.005,24,15,0.625,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.005,24,5,0.20833333333333334,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.01,24,15,0.625,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.01,24,5,0.20833333333333334,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.015,24,15,0.625,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.015,24,4,0.16666666666666666,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.02,24,15,0.625,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.02,24,4,0.16666666666666666,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.025,24,15,0.625,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.025,24,4,0.16666666666666666,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.03,24,13,0.5416666666666666,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.03,24,3,0.125,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.035,24,13,0.5416666666666666,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.035,24,3,0.125,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.04,24,12,0.5,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.04,24,2,0.08333333333333333,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.045,24,11,0.4583333333333333,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.045,24,2,0.08333333333333333,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.05,24,11,0.4583333333333333,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.05,24,2,0.08333333333333333,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.055,24,11,0.4583333333333333,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.055,24,2,0.08333333333333333,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.06,24,10,0.4166666666666667,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.06,24,2,0.08333333333333333,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.065,24,10,0.4166666666666667,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.065,24,1,0.041666666666666664,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.07,24,10,0.4166666666666667,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.07,24,1,0.041666666666666664,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.075,24,10,0.4166666666666667,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.075,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.08,24,9,0.375,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.08,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.085,24,8,0.3333333333333333,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.085,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.09,24,8,0.3333333333333333,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.09,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.095,24,7,0.2916666666666667,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.095,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.1,24,7,0.2916666666666667,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.1,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.105,24,7,0.2916666666666667,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.105,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.11,24,7,0.2916666666666667,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.11,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.115,24,6,0.25,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.115,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.12,24,6,0.25,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.12,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.125,24,6,0.25,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.125,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.13,24,6,0.25,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.13,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.135,24,6,0.25,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.135,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.14,24,6,0.25,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.14,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.145,24,5,0.20833333333333334,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.145,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.15,24,5,0.20833333333333334,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.15,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.155,24,5,0.20833333333333334,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.155,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.16,24,5,0.20833333333333334,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.16,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.165,24,5,0.20833333333333334,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.165,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.17,24,5,0.20833333333333334,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.17,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.17500000000000002,24,5,0.20833333333333334,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.17500000000000002,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.18,24,5,0.20833333333333334,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.18,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.185,24,4,0.16666666666666666,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.185,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.19,24,4,0.16666666666666666,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.19,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.195,24,3,0.125,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.195,24,0,0.0,,,,,,,
B,signed_calibration_vs_video_only,behavioral_calibration,8,meets_gain_threshold,0.2,24,3,0.125,,,,,,,
C,signed_calibration_vs_video_only,behavioral_calibration,8,exceeds_degradation_threshold,0.2,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.0,24,10,0.4166666666666667,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.0,24,14,0.5833333333333334,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.005,24,9,0.375,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.005,24,13,0.5416666666666666,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.01,24,9,0.375,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.01,24,13,0.5416666666666666,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.015,24,9,0.375,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.015,24,13,0.5416666666666666,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.02,24,8,0.3333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.02,24,12,0.5,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.025,24,7,0.2916666666666667,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.025,24,12,0.5,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.03,24,4,0.16666666666666666,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.03,24,10,0.4166666666666667,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.035,24,4,0.16666666666666666,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.035,24,8,0.3333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.04,24,4,0.16666666666666666,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.04,24,7,0.2916666666666667,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.045,24,4,0.16666666666666666,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.045,24,5,0.20833333333333334,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.05,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.05,24,5,0.20833333333333334,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.055,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.055,24,5,0.20833333333333334,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.06,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.06,24,5,0.20833333333333334,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.065,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.065,24,4,0.16666666666666666,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.07,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.07,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.075,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.075,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.08,24,1,0.041666666666666664,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.08,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.085,24,1,0.041666666666666664,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.085,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.09,24,1,0.041666666666666664,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.09,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.095,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.095,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.1,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.1,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.105,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.105,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.11,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.11,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.115,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.115,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.12,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.12,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.125,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.125,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.13,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.13,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.135,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.135,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.14,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.14,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.145,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.145,24,3,0.125,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.15,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.15,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.155,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.155,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.16,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.16,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.165,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.165,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.17,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.17,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.17500000000000002,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.17500000000000002,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.18,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.18,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.185,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.185,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.19,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.19,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.195,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.195,24,2,0.08333333333333333,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,meets_gain_threshold,0.2,24,0,0.0,,,,,,,
A,sensing_increment_vs_video_mean,context_plus_blockwise_residual,,exceeds_degradation_threshold,0.2,24,2,0.08333333333333333,,,,,,,
D,,,,,,,,,0,context_plus_blockwise_residual,0.7936647330871717,-0.030699910498310376,-0.07446987824618999,0.00310590097837062,1d8c0abfe2eaea4ab8b8b6effa5e043ea54007100519aced04d1df38bf7912d9
D,,,,,,,,,1,context_plus_blockwise_residual,0.8347046468532747,-0.0020807069699074706,-0.027697959205873507,0.02069193534098676,efd7a6c56bd69681cc204bd67f8d1c9abc6a776c83906da74e917defcaf7ecc5
D,,,,,,,,,2,context_plus_blockwise_residual,0.8509409831789553,-0.0006995892062967654,-0.027968728872759946,0.024452582760195365,8288daffb4c88cee1435afbea8d854d6447c6cc057242b21937cc78af8c12075
D,,,,,,,,,3,context_plus_blockwise_residual,0.8029478171229663,-0.008549102218239374,-0.024492951624646646,0.006899745912734039,432f0584ef3acd40d8a925a340fc9863b59961c3778738df49539696d485b20b
D,,,,,,,,,4,context_plus_blockwise_residual,0.8577996933975699,-0.01609209429541825,-0.046985655912485415,0.011055199864288786,752cdd4004a7bcfa10107dc6a21f707a5aba6ff94fdd0114e1f8b0c5fda9978e
